tweet,sentiment
"Goodnight twitterworld. I`ll tweet y`all later.  Goodnight, J.",1
"LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",0
Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,1
gah. how am i supposed to study when all i do is sneeze and get even more tired.,0
Im bored   -musiic[BOX],0
Had a fantastic day with an amazing girl! Just wish Sara didn`t have to go home.  #fb,1
_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,0
http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,1
at panera for lunch  byyy myself  aww,0
Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,1
": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",1
"Lmao, when I was camping, the water in the shower was well water and just smelt nasty",0
"thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",0
"Ok, time for bed. Good night Twitter",1
thursday night was amazing taylor swift gave me one of her braclets,1
you need to share the h/w love! Some of us are still rocking 2008`s gear.,1
"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",1
_pax goddamn   that **** sucks *hugs*,0
"Wow, NOT free WiFi && you have to pay for parking!? Reduculous!!!",0
"You are welcome, xuxu",1
"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",0
"Now that I think about it, when I get to the States they`ll probably still be touring so they won`t be at home  Dammit!",0
"Every time it rains, I see at least 1 ambulance",0
I don`t like waiting,0
Happy Star Wars day!!  unbelievable,1
time to get to work. i`m already starting the day off bad. missed the UP screening  this morning at the el capitan,0
oh no! :| no more celebrity ding dong for ages,0
I hope today just flows through and lots of nice things happen at work so you come home happy,1
"thanks for viewing my portfolio www.wahliao.com  I`ll be updating it sometimes, will keep u updated.",1
Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways,0
Luv you sissy,1
I feel like I need to catch up on twitter haven`t done much of it this weekend!,0
gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,0
"i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop",1
hates typing on a mac. wishing that i`ll be done my english essay soon.  sleeeepy,0
lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,1
"You know for a short week, it certainly dragged",0
My Life Would Suck Without You - Kelly Clarkson,0
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,1
is hating the weather. UGH.,0
The bag looks stylish. Congrats!,1
Bella doesn`t love me no more,0
"I miss my doggy,my hammy,my turtle && my fishes",0
RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v,0
I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,1
I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,0
Hate fighting,0
Anyway. Can`t take this **** no longer. Or my mind will blow off.,0
"I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",1
_pinkapple Not much on for the weekend here. Off to Knox shortly & definitely must get into the garden. It`s a wee bit neglected.,1
on no bsg might just have made me cry,0
thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,1
"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",0
That`s not too bad.  Good luck!,1
Tired beyond reason. I would rather be just about anything else other then tired,0
Oh fml its probs gunna be at shepards bush  i hate it there,0
Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,1
"thank you very much, I`m glad you like them!",1
My last day with my favorite teacher.....im quite sad,0
lol i wos gona send mine in bt i was too late  ****,0
Finally. Deleted her number from my phone contacts  #heartbreak,0
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",1
Twitter stop being a **** and let me change my background image!  (imagine a shiny NHL ring in the background),0
My arms hurt,0
I want all the soldiers to come home so we don`t have to hear about anymore being killed.,1
"i wish i could offer a hug right now, so bad",0
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,1
Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?,1
Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,1
good to know PLN`s Earthday doesn`t only happen in my neck of the woods,1
Goodnight tweeps.,1
Whaaaaaaaaaat?!  Thas HOT B!    Super nice!,1
that made me sad..,0
My public talk in July got canceled and I don`t know why.,0
Hope that migraine doesn`t stick around for too long.,1
youre very welcome....you deserve it!!,1
Aaahhh I`m just so busy. Sorry everyone.,0
"Good Morning, good wakeup music",1
thanks! I`m totally bushed today though time for some coding,1
"have a great time in the Hamptons. Hope it`s for some relaxation, not for work",1
likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d,1
Hates headaches! Maybe I`m not ready to rock,0
SO jealous...see if you can get some Dallas concert tix out of her...it`s all sold out!!,0
For _inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,0
Doodle whats wrong?,0
_Jamie I guess  ! I was really suprised..,1
happy happy joy joy    is that good enough for you,1
sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!,0
"- I`m hoping these pills will do something, cuz I`m gonna go nuts",1
No more Wiffleball..  ****.,0
My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,0
"Blushing, blushing & once again blushing!",1
Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,1
Meant to ask how did the other night go? Did you enjoy the fight...did yas have an all-nighter?,1
_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,1
wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,1
no one ever gave me the info I`m sad,0
"sounds good, the one I was too was also fun",1
I plead temporary insanity for agreeing to a metric century cycling event tomorrow.,0
i wanna be in michi with my moma!! Love you Mom,1
Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where`s the iPhone app & remote ?,1
"I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",0
"you seem desperate,that says probly enough",0
agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,1
"I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",1
"pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",1
goodnight baby loll jk night,1
happy mother`s daaaaaaaaay,1
please ignore cheesey music,0
hahah! sadly there is no current activity though in the room,0
http://tinyurl.com/oqsqz6 Grace`s FunZen magic mood tool for keeping her cool in the pool of real life which is now yours too,1
exams are the worst mahn!! 2 to go,0
"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",1
I want an iPhone <33333,1
"thks 4 the follow, and  tweets, i returned the love",1
You`re welcome. There!  I added you already!,1
another build failed! something is not right in the big scheme of things!,0
I like  already  (new follower to join in midst of zombies mayhem),1
I did laundry tonight too.  Guess I can admit that now that you paved the way.,1
Is it true that you love brazil more than australia  nitey,1
omg man  i`ll pray for ya,0
"I still have plenty of food left here! Thanks for coming over, I can`t wait to see how the pictures came out",1
"...and Sykes will lose a few gigs while gaining some better ones. Frankly, the best thing the rightards can do is scream about this.",1
Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,1
Im sad...there`s a for sale sign in front of my house!!,0
"it really made my night. infact, it made my weekend! well done.",1
"Change my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",0
fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,0
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,1
daaammmnnnnn I do wish I was there.,0
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,0
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",1
FTSK and Mercy Mercedes were amazing tonight.. as always,1
Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,1
"Oh whoops, my bad",0
"I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",0
"Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",0
Sorry  I`ll make sure to bomb in talk at SSUG next month as penance ;-),0
I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,0
